frame_idx,text,counter,crc_ok,comm_evm_db,sense_evm_db,sense_ber,cfo_hz,amp,ovf,direct_db,noise_floor_db,n_echoes,echoes_m,jcas_status,jcas_amp_hp_db,jcas_doppler_hp_hz,jcas_score,jcas_threshold,jcas_object_detected,habs_1,habs_2,habs_3,habs_4,habs_5,habs_6,habs_7,habs_8,habs_9,habs_10,habs_11,habs_12,habs_13,habs_14,habs_15,habs_16,habs_17,habs_18,habs_19,habs_20,habs_21,habs_22,habs_23,habs_24,habs_25,habs_39,habs_40,habs_41,habs_42,habs_43,habs_44,habs_45,habs_46,habs_47,habs_48,habs_49,habs_50,habs_51,habs_52,habs_53,habs_54,habs_55,habs_56,habs_57,habs_58,habs_59,habs_60,habs_61,habs_62,habs_63
378,STEI,194,1,-14.76,-13.20,0.0000,-2089,0.1141,14,-25.0,-51.4,0,,CLEAR,-0.019,-7338.496,1.249,4.103,0,0.14937,0.15525,0.15123,0.14838,0.17360,0.15977,0.16710,0.14810,0.14665,0.15240,0.13689,0.12281,0.13645,0.10991,0.12168,0.10490,0.11318,0.09045,0.08438,0.08150,0.10440,0.08618,0.08253,0.06632,0.07373,0.12257,0.13379,0.13060,0.14995,0.14191,0.14076,0.11821,0.15502,0.13686,0.14726,0.14209,0.13830,0.14398,0.16670,0.12918,0.15893,0.13656,0.18082,0.13869,0.14681,0.14213,0.15284,0.13829,0.16683,0.15774
379,STEI,195,1,-13.16,-12.71,0.0000,-9068,0.1143,14,-25.2,-52.2,0,,CLEAR,-0.002,-7711.832,1.229,4.089,0,0.14152,0.14474,0.15408,0.14860,0.17140,0.16112,0.16824,0.13583,0.16365,0.14320,0.12923,0.12396,0.13833,0.10875,0.12794,0.09585,0.11079,0.09568,0.09708,0.08078,0.09975,0.08493,0.07426,0.07066,0.07238,0.13695,0.14001,0.12730,0.15367,0.14090,0.15018,0.13093,0.13858,0.13334,0.14531,0.11250,0.13488,0.14647,0.14611,0.14263,0.17195,0.15237,0.15349,0.13291,0.16538,0.12575,0.16097,0.14653,0.15272,0.12248
380,STEI,196,1,-16.04,-14.13,0.0000,5689,0.1141,14,-24.9,-51.6,0,,CLEAR,-0.015,2443.774,0.397,4.039,0,0.14698,0.14990,0.16997,0.15229,0.15283,0.16678,0.17154,0.15084,0.14604,0.16256,0.13609,0.12910,0.13038,0.11010,0.11576,0.10712,0.10710,0.09597,0.10483,0.08613,0.10903,0.07918,0.07951,0.07209,0.07808,0.14180,0.12462,0.14013,0.14719,0.14401,0.13987,0.14123,0.14171,0.14964,0.14280,0.14586,0.13879,0.14947,0.17197,0.15020,0.14943,0.14689,0.16518,0.15144,0.15983,0.14364,0.16677,0.14493,0.15706,0.15290
381,STEI,197,1,-13.49,-13.65,0.0000,-3471,0.1137,14,-25.1,-51.8,0,,CLEAR,-0.044,-6739.063,1.085,3.968,0,0.15178,0.14683,0.14557,0.16368,0.15095,0.15180,0.15695,0.14976,0.16017,0.13532,0.14044,0.11829,0.12081,0.12680,0.13039,0.11010,0.10435,0.10313,0.09780,0.08417,0.10045,0.08381,0.07912,0.06641,0.06447,0.13522,0.12701,0.14961,0.14840,0.13553,0.14544,0.12769,0.15100,0.14536,0.14750,0.12678,0.15181,0.14651,0.15087,0.14070,0.16475,0.15475,0.15004,0.13450,0.16678,0.14828,0.17154,0.13473,0.16484,0.12400
382,STEI,198,1,-14.40,-13.94,0.0000,582,0.1140,14,-25.1,-53.1,0,,CLEAR,-0.023,6781.069,1.056,3.822,0,0.14233,0.15846,0.14833,0.15107,0.15615,0.17164,0.14352,0.15206,0.15104,0.15002,0.14786,0.12536,0.14189,0.12752,0.10991,0.11860,0.10872,0.10248,0.09731,0.09066,0.09390,0.08794,0.07587,0.05985,0.07524,0.14356,0.12937,0.13208,0.13992,0.14608,0.13356,0.13861,0.15252,0.13182,0.14892,0.14620,0.14913,0.14545,0.14113,0.13109,0.15693,0.14587,0.16458,0.13352,0.15286,0.13749,0.15133,0.14945,0.16252,0.13373
383,STEI,199,1,-12.63,-12.60,0.0000,-7334,0.1140,14,-25.0,-51.6,0,,CLEAR,-0.024,-7244.034,1.148,3.799,0,0.16678,0.15286,0.14831,0.15009,0.14899,0.16575,0.14907,0.15715,0.16021,0.14429,0.14326,0.12338,0.13371,0.11386,0.11853,0.10172,0.11995,0.09724,0.10026,0.07880,0.10320,0.07350,0.06793,0.05848,0.07577,0.12736,0.12535,0.13074,0.12585,0.13928,0.13540,0.14921,0.15154,0.14576,0.15164,0.13007,0.13994,0.12579,0.16479,0.12064,0.17112,0.14518,0.16777,0.14627,0.17296,0.13803,0.16667,0.14483,0.16851,0.12364
384,STEI,200,1,-13.77,-13.90,0.0000,-972,0.1138,14,-25.0,-52.0,0,,CLEAR,-0.038,4426.573,0.704,3.818,0,0.14627,0.16117,0.14931,0.16310,0.15959,0.17738,0.14437,0.15626,0.15391,0.14943,0.14007,0.12320,0.12325,0.11425,0.11404,0.11446,0.11212,0.10049,0.08461,0.08687,0.09010,0.07968,0.09778,0.06365,0.07835,0.14332,0.13285,0.13349,0.15829,0.15071,0.15191,0.13960,0.14230,0.14738,0.14391,0.13366,0.15026,0.13783,0.15424,0.14164,0.15203,0.14716,0.15034,0.14866,0.16611,0.15031,0.17326,0.13525,0.16608,0.12501
385,STEI,201,1,-12.74,-13.39,0.0000,2860,0.1137,14,-25.2,-52.7,0,,CLEAR,-0.038,3866.809,0.633,3.818,0,0.14626,0.15175,0.13494,0.13416,0.16371,0.15638,0.15394,0.14810,0.17203,0.13418,0.14680,0.11905,0.12730,0.11756,0.10517,0.10116,0.09454,0.09754,0.08004,0.08216,0.08503,0.08101,0.07103,0.06482,0.06292,0.14342,0.12999,0.14269,0.14152,0.14058,0.13304,0.15153,0.14643,0.15619,0.13249,0.12298,0.15934,0.15010,0.15051,0.13995,0.15164,0.15480,0.15384,0.14307,0.17385,0.14783,0.16256,0.13527,0.15165,0.13296
386,STEI,202,1,-13.04,-13.25,0.0000,-2396,0.1140,14,-25.0,-51.3,0,,CLEAR,-0.014,-10525.828,1.643,3.802,0,0.13499,0.15418,0.15804,0.14514,0.16075,0.17411,0.17373,0.15984,0.17389,0.14402,0.15262,0.13015,0.12862,0.11596,0.11576,0.10797,0.11568,0.09379,0.09529,0.08219,0.09696,0.08432,0.07579,0.05984,0.06835,0.14851,0.13936,0.14718,0.13151,0.14017,0.12978,0.13684,0.13753,0.13986,0.13801,0.13710,0.13915,0.14026,0.13505,0.14014,0.16678,0.15287,0.16822,0.15294,0.18170,0.13426,0.17121,0.13030,0.15169,0.13283
387,STEI,203,1,-13.04,-12.70,0.0000,-4561,0.1139,14,-25.0,-52.2,0,,CLEAR,-0.021,6223.800,0.976,3.802,0,0.13951,0.14063,0.18194,0.14624,0.16887,0.16004,0.15867,0.16444,0.16877,0.14070,0.14943,0.13195,0.13323,0.11012,0.12696,0.09944,0.12318,0.11995,0.08934,0.07925,0.09413,0.07388,0.06936,0.05516,0.08542,0.14652,0.12649,0.12611,0.14578,0.15036,0.13338,0.13928,0.15036,0.14044,0.14644,0.12641,0.15324,0.13753,0.15251,0.13346,0.16401,0.14313,0.15393,0.12260,0.15955,0.13015,0.17336,0.14212,0.17174,0.13368
388,STEI,204,1,-12.61,-12.81,0.0000,-9467,0.1138,14,-25.2,-51.6,0,,CLEAR,-0.019,-10059.461,1.541,3.792,0,0.13270,0.15662,0.17779,0.16304,0.16296,0.15708,0.15091,0.14427,0.15557,0.14272,0.14859,0.11918,0.13462,0.11459,0.10581,0.09782,0.10138,0.10249,0.09808,0.09057,0.09645,0.07656,0.07925,0.06362,0.07258,0.13875,0.13657,0.15029,0.14399,0.13507,0.14506,0.15689,0.14247,0.12492,0.14290,0.12318,0.15318,0.13263,0.15817,0.13785,0.15704,0.13924,0.17220,0.12590,0.17171,0.13113,0.15640,0.13067,0.16061,0.12362
389,STEI,205,1,-13.86,-13.43,0.0000,-729,0.1140,14,-25.1,-52.7,0,,CLEAR,-0.009,1941.727,0.300,3.798,0,0.15076,0.15727,0.14997,0.15634,0.16819,0.16784,0.14949,0.15234,0.14619,0.14545,0.13895,0.11866,0.12798,0.11359,0.11776,0.10248,0.12130,0.09437,0.09412,0.08868,0.10108,0.07777,0.07150,0.05564,0.07688,0.15002,0.13637,0.12959,0.14370,0.15188,0.13120,0.14153,0.14905,0.16023,0.14214,0.13650,0.15328,0.15333,0.15439,0.14217,0.16009,0.15492,0.14468,0.14560,0.15435,0.14139,0.15218,0.14937,0.15090,0.13179
390,STEI,206,1,-15.87,-13.25,0.0000,11608,0.1135,14,-24.8,-52.2,0,,CLEAR,-0.038,398.114,0.199,3.792,0,0.16138,0.16638,0.15364,0.16679,0.15815,0.15984,0.16616,0.16688,0.15193,0.16416,0.14374,0.13487,0.13313,0.13260,0.11908,0.11919,0.10447,0.09402,0.09798,0.07587,0.09455,0.08549,0.07856,0.05602,0.06400,0.14014,0.13498,0.15933,0.12432,0.14433,0.14167,0.15031,0.15542,0.14984,0.13511,0.13562,0.13738,0.13717,0.15763,0.15784,0.14362,0.15280,0.15815,0.14262,0.18023,0.14225,0.16460,0.15550,0.14756,0.14577
391,STEI,207,1,-13.32,-12.45,0.0000,-1546,0.1133,14,-25.2,-52.3,0,,CLEAR,-0.051,-6724.083,1.079,3.792,0,0.15746,0.15622,0.15866,0.14876,0.15130,0.15080,0.15224,0.14192,0.16535,0.12909,0.13559,0.11228,0.13365,0.11668,0.12167,0.11090,0.11377,0.10212,0.09708,0.06773,0.09666,0.07437,0.08140,0.05876,0.07751,0.13212,0.13450,0.13000,0.14614,0.14488,0.13635,0.13622,0.14309,0.13633,0.13988,0.13062,0.15318,0.13768,0.15210,0.14146,0.15960,0.15599,0.17351,0.13539,0.16404,0.14983,0.14243,0.14648,0.15583,0.12962
392,STEI,208,1,-12.93,-12.93,0.0000,-10613,0.1133,14,-25.4,-52.1,0,,CLEAR,-0.049,-8132.360,1.260,3.725,0,0.14562,0.15461,0.16377,0.12511,0.14582,0.15348,0.14440,0.14897,0.15268,0.14308,0.13995,0.11457,0.13394,0.10990,0.11497,0.10129,0.11189,0.10241,0.10918,0.07732,0.09430,0.08879,0.07663,0.07191,0.07097,0.14179,0.13587,0.13155,0.14581,0.14623,0.13852,0.12379,0.13689,0.14541,0.14697,0.13614,0.15816,0.14107,0.15412,0.13783,0.15147,0.13248,0.14296,0.12721,0.14800,0.13635,0.15572,0.13918,0.15338,0.13616
393,STEI,209,1,-13.16,-12.89,0.0000,-1778,0.1137,14,-25.1,-52.5,0,,CLEAR,-0.019,3395.106,0.513,3.732,0,0.14855,0.15876,0.13274,0.15776,0.14874,0.16546,0.15640,0.16103,0.16101,0.16706,0.13893,0.13413,0.14540,0.13094,0.10956,0.09198,0.09892,0.08945,0.08633,0.09019,0.10525,0.07660,0.07992,0.07305,0.06844,0.14034,0.11602,0.15055,0.13793,0.14740,0.16388,0.14769,0.15431,0.12578,0.13947,0.13422,0.14918,0.14355,0.14471,0.13859,0.14455,0.15808,0.15958,0.13623,0.14568,0.14640,0.16580,0.15154,0.15633,0.13006
394,STEI,210,1,-11.85,-12.71,0.0000,-1200,0.1141,14,-25.1,-52.3,0,,CLEAR,0.009,5124.719,0.762,3.732,0,0.14704,0.14988,0.13926,0.12992,0.17218,0.16066,0.15136,0.14265,0.16317,0.15608,0.14485,0.11492,0.13886,0.11836,0.11846,0.09404,0.10886,0.10064,0.10509,0.07516,0.08529,0.07155,0.07702,0.06530,0.08344,0.13304,0.12121,0.14734,0.14607,0.14863,0.14612,0.14290,0.16235,0.16015,0.13314,0.13225,0.14822,0.14550,0.15599,0.15386,0.15172,0.13160,0.15820,0.15177,0.17922,0.14327,0.17154,0.13479,0.17350,0.11855
395,STEI,211,1,-11.31,-12.53,0.0000,-11403,0.1140,14,-25.2,-51.7,0,,CLEAR,0.003,-7800.541,1.204,3.659,0,0.13967,0.15134,0.15811,0.13020,0.14874,0.15271,0.17365,0.14701,0.14928,0.14923,0.14246,0.12492,0.14000,0.11128,0.10714,0.09318,0.11341,0.10144,0.10998,0.07512,0.08311,0.08376,0.08294,0.07093,0.08267,0.13025,0.12270,0.13627,0.14190,0.12858,0.14781,0.13035,0.15123,0.14667,0.14193,0.12869,0.15093,0.13105,0.16400,0.13274,0.16455,0.13149,0.16709,0.14521,0.17051,0.14582,0.17886,0.11887,0.15199,0.13928
396,STEI,212,1,-13.36,-13.55,0.0000,8368,0.1141,14,-25.1,-52.9,0,,CLEAR,0.008,-2433.010,0.363,3.624,0,0.13095,0.15192,0.15435,0.16703,0.17087,0.17796,0.15077,0.15098,0.14825,0.12673,0.14411,0.13090,0.12806,0.13795,0.12128,0.11637,0.11790,0.10252,0.09481,0.08400,0.09481,0.07550,0.06709,0.06348,0.07105,0.15253,0.12158,0.14302,0.14260,0.15793,0.14145,0.14154,0.16132,0.14124,0.13096,0.13012,0.14696,0.12981,0.14784,0.15144,0.16088,0.15239,0.15624,0.15279,0.15857,0.13856,0.15637,0.13792,0.15525,0.12432
397,STEI,213,1,-12.94,-12.19,0.0000,-6394,0.1137,14,-25.2,-51.7,0,,CLEAR,-0.021,-4517.464,0.676,3.624,0,0.13728,0.14522,0.14099,0.14632,0.17237,0.15906,0.16919,0.15322,0.15712,0.15277,0.12951,0.12834,0.14263,0.11682,0.10880,0.09433,0.11221,0.10397,0.10092,0.07091,0.09839,0.08218,0.08481,0.06465,0.07114,0.13712,0.13361,0.13531,0.13437,0.14267,0.13963,0.13026,0.15383,0.14381,0.14446,0.12317,0.13686,0.14397,0.14652,0.13375,0.14552,0.14631,0.15724,0.12606,0.15438,0.14599,0.16182,0.13670,0.16033,0.14401
398,STEI,16,1,-13.11,-12.38,0.0000,-7233,0.1109,15,-24.7,-50.8,0,,CLEAR,-0.237,-7200.107,1.594,3.630,0,0.17782,0.13939,0.17837,0.16471,0.18228,0.14834,0.16495,0.15555,0.16993,0.14118,0.15360,0.12532,0.13213,0.11510,0.11689,0.10741,0.11178,0.10806,0.09521,0.08952,0.10754,0.08431,0.10086,0.05597,0.07869,0.14011,0.12825,0.12509,0.15689,0.11529,0.13717,0.13182,0.12924,0.13640,0.13492,0.12986,0.15929,0.14762,0.14736,0.13750,0.15352,0.14763,0.16413,0.14265,0.18337,0.15899,0.16609,0.15543,0.17219,0.16233
399,STEI,17,1,-14.50,-13.76,0.0000,-305,0.1110,15,-24.7,-51.7,0,,CLEAR,-0.228,1866.231,1.173,3.624,0,0.14936,0.16930,0.15014,0.18117,0.17005,0.18693,0.16631,0.16412,0.14896,0.17794,0.14110,0.14228,0.14192,0.11617,0.11469,0.10756,0.12088,0.10806,0.11836,0.08953,0.09565,0.07724,0.08528,0.05610,0.08004,0.13100,0.12312,0.13006,0.14689,0.14344,0.11334,0.12870,0.12615,0.13198,0.12683,0.14174,0.14921,0.16493,0.14961,0.14957,0.15668,0.15014,0.15495,0.15585,0.15178,0.16220,0.16113,0.14944,0.15291,0.15703
400,STEI,18,1,-15.02,-12.40,0.0000,-3423,0.1110,15,-24.9,-51.4,0,,CLEAR,-0.224,-8067.059,1.621,3.624,0,0.16691,0.15751,0.16498,0.15867,0.16847,0.15761,0.16974,0.13586,0.16577,0.15132,0.15511,0.11246,0.14516,0.12681,0.11558,0.09812,0.12197,0.09671,0.09959,0.07471,0.10142,0.07898,0.08995,0.06969,0.06751,0.14563,0.12032,0.11618,0.14569,0.14082,0.12745,0.11583,0.12974,0.13457,0.13102,0.12100,0.14877,0.13953,0.14400,0.14858,0.16855,0.13956,0.14712,0.13643,0.16130,0.15449,0.17151,0.15336,0.16986,0.14896
401,STEI,19,1,-13.61,-12.84,0.0000,-13154,0.1107,15,-24.8,-51.7,0,,CLEAR,-0.250,-4900.023,1.432,3.646,0,0.16713,0.14399,0.15632,0.15378,0.16506,0.15336,0.17520,0.15008,0.16942,0.13735,0.13712,0.14570,0.15235,0.11315,0.12023,0.10675,0.11536,0.11111,0.10282,0.08019,0.09381,0.08210,0.08252,0.05093,0.07309,0.13309,0.13149,0.13918,0.14055,0.13894,0.13316,0.12992,0.13306,0.11969,0.12479,0.12334,0.15231,0.13981,0.14749,0.14946,0.16089,0.14985,0.15343,0.13775,0.17758,0.16329,0.16608,0.16021,0.17707,0.14250
402,STEI,20,1,-14.41,-11.71,0.0000,-4507,0.1110,15,-25.0,-51.5,0,,CLEAR,-0.223,6174.406,1.421,3.605,0,0.16688,0.15563,0.16933,0.15296,0.16117,0.17453,0.17363,0.14724,0.15618,0.14495,0.13139,0.10999,0.11251,0.11851,0.12936,0.09713,0.12785,0.10465,0.10339,0.08543,0.10045,0.08142,0.07863,0.04195,0.07150,0.13685,0.12954,0.12168,0.13151,0.15138,0.12891,0.13799,0.14196,0.12788,0.12962,0.13241,0.13364,0.13904,0.14712,0.13549,0.15853,0.13388,0.14608,0.14625,0.17845,0.15431,0.15317,0.15527,0.14809,0.16136
403,STEI,21,1,-12.05,-11.37,0.0000,-22264,0.1112,15,-25.3,-51.5,0,,CLEAR,-0.206,-1897.558,1.067,3.549,0,0.16025,0.12939,0.16836,0.14032,0.16501,0.14796,0.15999,0.14807,0.16127,0.14002,0.14749,0.10814,0.13201,0.11165,0.11325,0.09795,0.11833,0.09758,0.10659,0.07270,0.10108,0.07584,0.07682,0.05516,0.07193,0.12817,0.12362,0.12147,0.14275,0.12963,0.13241,0.10652,0.14308,0.12917,0.13118,0.11056,0.13757,0.13252,0.13782,0.12875,0.15416,0.12636,0.14840,0.13223,0.16648,0.13048,0.16316,0.15219,0.16793,0.15487
404,STEI,22,1,-16.33,-13.62,0.0000,2846,0.1107,15,-24.8,-50.9,0,,CLEAR,-0.239,-347.034,1.196,3.517,0,0.16674,0.15777,0.15410,0.17289,0.18250,0.17756,0.16576,0.17494,0.15943,0.13514,0.13455,0.12936,0.13228,0.12184,0.12981,0.09840,0.13201,0.10660,0.09536,0.07658,0.09641,0.08872,0.08046,0.06953,0.07551,0.14165,0.13168,0.12199,0.14822,0.13954,0.13256,0.13087,0.14369,0.14370,0.12639,0.13542,0.14957,0.14577,0.14096,0.14530,0.15447,0.14874,0.13700,0.15303,0.16390,0.14219,0.16434,0.16633,0.15796,0.15727
405,STEI,23,1,-14.26,-13.64,0.0000,-6417,0.1104,15,-24.6,-51.5,0,,CLEAR,-0.257,-3391.422,1.364,3.541,0,0.16020,0.16066,0.17373,0.16308,0.17360,0.15063,0.17306,0.15104,0.16829,0.15694,0.13942,0.14357,0.14887,0.11401,0.12526,0.11646,0.12197,0.10211,0.10437,0.08316,0.10738,0.08664,0.07848,0.05537,0.08454,0.13492,0.12016,0.12159,0.14177,0.12690,0.13579,0.11934,0.14127,0.14372,0.14253,0.12647,0.15251,0.13001,0.16002,0.14480,0.17898,0.16503,0.15961,0.14441,0.17702,0.16717,0.15793,0.13357,0.16481,0.15945
406,STEI,24,1,-14.31,-14.30,0.0000,1281,0.1110,15,-24.7,-51.9,0,,CLEAR,-0.212,7261.077,1.432,3.527,0,0.14825,0.14904,0.15120,0.15493,0.17390,0.16525,0.17013,0.15398,0.16884,0.15159,0.13477,0.13152,0.14883,0.12250,0.12615,0.10429,0.12721,0.11599,0.09840,0.08913,0.10228,0.08630,0.08581,0.06875,0.08761,0.14806,0.12164,0.12319,0.12532,0.14768,0.12707,0.11780,0.13398,0.12724,0.14031,0.13560,0.13902,0.13352,0.14709,0.15423,0.16670,0.16523,0.16414,0.15299,0.17373,0.15308,0.18044,0.16246,0.16084,0.14009
407,STEI,25,1,-15.17,-14.06,0.0000,2425,0.1104,15,-24.7,-51.6,0,,CLEAR,-0.255,9807.398,1.833,3.538,0,0.15638,0.16438,0.15897,0.16679,0.16795,0.16415,0.16531,0.16436,0.16129,0.15519,0.14848,0.13864,0.13733,0.12934,0.11702,0.12041,0.12290,0.11224,0.10312,0.08635,0.09132,0.07824,0.07730,0.07589,0.09691,0.14358,0.13643,0.13722,0.14750,0.14975,0.13863,0.12743,0.14388,0.13377,0.13144,0.15352,0.14431,0.15754,0.13661,0.15736,0.15922,0.14204,0.15277,0.15957,0.16943,0.16513,0.16364,0.16650,0.13872,0.15332
408,STEI,26,1,-13.33,-12.02,0.0000,-16702,0.1108,15,-24.9,-51.0,0,,CLEAR,-0.225,315.192,1.125,3.538,0,0.16189,0.15644,0.16899,0.15940,0.16198,0.15501,0.15953,0.14972,0.16350,0.13082,0.13796,0.12022,0.15989,0.11698,0.11835,0.10354,0.12180,0.10146,0.09334,0.08325,0.11062,0.08876,0.06573,0.07105,0.06677,0.15237,0.13094,0.13833,0.14605,0.12649,0.11810,0.11347,0.14105,0.12923,0.15219,0.11456,0.13113,0.14438,0.13324,0.13465,0.15941,0.14491,0.15781,0.13069,0.16622,0.15957,0.17999,0.13752,0.16156,0.15177
409,STEI,27,1,-15.23,-13.18,0.0000,-1692,0.1110,15,-24.9,-51.5,0,,CLEAR,-0.212,4003.572,1.194,3.487,0,0.16582,0.17251,0.15731,0.16553,0.16351,0.17443,0.14976,0.16161,0.15406,0.14024,0.13644,0.11957,0.13828,0.12881,0.11833,0.10005,0.13219,0.09561,0.09938,0.07845,0.09698,0.06815,0.08107,0.07112,0.07416,0.13323,0.14029,0.12526,0.13725,0.14252,0.11472,0.12827,0.14275,0.12007,0.12077,0.12640,0.13356,0.14481,0.14054,0.14379,0.15495,0.15808,0.14973,0.13672,0.15478,0.15685,0.16463,0.16082,0.15766,0.14877
410,STEI,28,1,-14.98,-13.73,0.0000,9907,0.1109,15,-24.6,-50.9,0,,CLEAR,-0.212,4077.792,1.129,3.459,0,0.16823,0.16447,0.15123,0.18550,0.17542,0.16527,0.19498,0.15944,0.15864,0.14995,0.14133,0.14107,0.12705,0.13306,0.12401,0.09993,0.12139,0.10414,0.10035,0.07597,0.10632,0.06858,0.08029,0.07589,0.07761,0.14493,0.11565,0.12933,0.13441,0.14197,0.13536,0.14181,0.13664,0.14473,0.12314,0.13441,0.14037,0.15129,0.15036,0.15424,0.13990,0.15596,0.14490,0.13909,0.15902,0.16539,0.16698,0.15529,0.17009,0.16319
411,STEI,29,1,-12.71,-12.25,0.0000,-7607,0.1107,15,-24.8,-50.4,0,,CLEAR,-0.214,-1290.067,1.003,3.430,0,0.17395,0.13902,0.18429,0.14578,0.17976,0.14499,0.16796,0.13493,0.15879,0.16501,0.15704,0.11820,0.14956,0.11333,0.12367,0.09664,0.12768,0.09787,0.11040,0.07675,0.10052,0.07283,0.07300,0.05680,0.08764,0.12993,0.13659,0.12207,0.14372,0.13912,0.13334,0.11610,0.15014,0.11885,0.12899,0.12502,0.13649,0.13955,0.16881,0.13281,0.15459,0.14490,0.16488,0.15497,0.16767,0.14851,0.18936,0.14344,0.17449,0.14138
412,STEI,30,1,-15.10,-12.40,0.0000,-6055,0.1108,15,-24.8,-52.1,0,,CLEAR,-0.197,8159.167,1.396,3.411,0,0.15362,0.14882,0.17566,0.16055,0.17664,0.16721,0.14525,0.16113,0.16123,0.14950,0.14926,0.12145,0.13114,0.11759,0.12291,0.10761,0.12146,0.11701,0.09380,0.08677,0.10464,0.08557,0.07446,0.05481,0.08184,0.13177,0.12354,0.12888,0.14722,0.13706,0.12547,0.12334,0.13816,0.12516,0.14345,0.11879,0.13917,0.12644,0.14073,0.14711,0.15439,0.15308,0.16933,0.15617,0.18478,0.14108,0.16936,0.15059,0.17094,0.15243
413,STEI,31,1,-14.41,-13.18,0.0000,-536,0.1106,15,-24.6,-51.5,0,,CLEAR,-0.125,6689.844,1.067,3.402,0,0.16899,0.14787,0.16368,0.17072,0.17749,0.17438,0.15672,0.15691,0.17258,0.15894,0.13881,0.12521,0.15657,0.13184,0.12193,0.10830,0.12254,0.11476,0.09940,0.09167,0.11573,0.09055,0.09152,0.05286,0.06744,0.13380,0.12479,0.12362,0.14044,0.15451,0.14232,0.12620,0.14461,0.13956,0.13135,0.13702,0.14470,0.15288,0.14149,0.15029,0.15325,0.15711,0.17038,0.15400,0.16783,0.15721,0.16230,0.14773,0.16725,0.15888
414,STEI,32,1,-15.03,-12.81,0.0000,-4438,0.1104,15,-24.9,-51.0,0,,CLEAR,-0.051,-8779.995,1.202,3.362,0,0.16408,0.15538,0.16628,0.15972,0.15120,0.14699,0.17652,0.15389,0.17623,0.14898,0.14832,0.11565,0.14433,0.12692,0.12278,0.11073,0.12247,0.12190,0.08684,0.09524,0.10315,0.07373,0.07459,0.05914,0.07687,0.14178,0.12457,0.13530,0.14183,0.15637,0.13615,0.13045,0.12023,0.14301,0.12302,0.11549,0.13923,0.12510,0.13388,0.13910,0.16397,0.14653,0.14419,0.15398,0.16479,0.14168,0.15126,0.16554,0.17226,0.15114
415,STEI,33,1,-14.84,-12.21,0.0000,-2076,0.1106,15,-24.9,-52.3,0,,CLEAR,-0.032,7891.777,1.070,3.294,0,0.15447,0.16696,0.16837,0.16691,0.16424,0.17816,0.14871,0.15466,0.15131,0.14588,0.12935,0.14261,0.14204,0.12566,0.10978,0.11971,0.13752,0.12182,0.09938,0.06909,0.10322,0.09649,0.06268,0.05859,0.08944,0.14444,0.11649,0.13769,0.13115,0.14959,0.11213,0.12885,0.15065,0.12727,0.12880,0.12866,0.15419,0.14129,0.12897,0.14560,0.15297,0.15749,0.14704,0.14486,0.16384,0.16494,0.14829,0.15311,0.15356,0.14710
416,STEI,34,1,-13.81,-11.88,0.0000,-9592,0.1109,15,-24.9,-51.8,0,,CLEAR,-0.007,-5495.640,0.753,3.228,0,0.16160,0.16578,0.17542,0.14796,0.16998,0.13885,0.16866,0.14909,0.16329,0.15345,0.15537,0.12423,0.14237,0.10842,0.10478,0.10339,0.12200,0.09756,0.10877,0.08103,0.11745,0.08095,0.07469,0.05206,0.07400,0.13418,0.13445,0.12880,0.13120,0.12648,0.13429,0.11851,0.13142,0.12400,0.14174,0.12741,0.15240,0.13474,0.14770,0.14046,0.16984,0.13396,0.14766,0.14270,0.15880,0.14804,0.16043,0.14218,0.17618,0.14990
417,STEI,35,1,-15.47,-12.49,0.0000,3336,0.1107,15,-24.8,-52.1,0,,CLEAR,-0.019,3740.830,0.520,3.257,0,0.15925,0.16163,0.16132,0.17342,0.16979,0.17580,0.16493,0.14546,0.16696,0.16258,0.13955,0.12608,0.14166,0.13416,0.10122,0.10438,0.12029,0.12280,0.08402,0.07266,0.09270,0.08215,0.07905,0.06381,0.07892,0.14525,0.11498,0.11826,0.13068,0.13105,0.10640,0.12970,0.12855,0.13261,0.12586,0.12855,0.14759,0.14236,0.12793,0.13807,0.18358,0.15648,0.15429,0.15537,0.14316,0.15793,0.16982,0.17482,0.15494,0.14364
418,STEI,36,1,-13.77,-12.08,0.0000,-1887,0.1105,15,-24.7,-52.2,0,,CLEAR,-0.039,-6722.089,0.939,3.257,0,0.15557,0.16313,0.17294,0.15742,0.16886,0.16775,0.16962,0.15903,0.17646,0.14138,0.15295,0.13033,0.15246,0.14344,0.11060,0.09715,0.12824,0.11706,0.08866,0.08042,0.11647,0.08266,0.08482,0.05955,0.09217,0.13941,0.12546,0.13170,0.16433,0.13414,0.12741,0.11864,0.14928,0.12893,0.13018,0.13500,0.13553,0.14152,0.14201,0.12545,0.14674,0.17011,0.16410,0.15017,0.17401,0.16326,0.16882,0.14468,0.15669,0.16392
