frame_idx,text,counter,crc_ok,comm_evm_db,sense_evm_db,sense_ber,cfo_hz,amp,ovf,direct_db,noise_floor_db,n_echoes,echoes_m,jcas_status,jcas_amp_hp_db,jcas_doppler_hp_hz,jcas_score,jcas_threshold,jcas_object_detected,habs_1,habs_2,habs_3,habs_4,habs_5,habs_6,habs_7,habs_8,habs_9,habs_10,habs_11,habs_12,habs_13,habs_14,habs_15,habs_16,habs_17,habs_18,habs_19,habs_20,habs_21,habs_22,habs_23,habs_24,habs_25,habs_39,habs_40,habs_41,habs_42,habs_43,habs_44,habs_45,habs_46,habs_47,habs_48,habs_49,habs_50,habs_51,habs_52,habs_53,habs_54,habs_55,habs_56,habs_57,habs_58,habs_59,habs_60,habs_61,habs_62,habs_63
463,STEI,142,1,-15.21,-13.26,0.0000,1640,0.1143,17,-24.8,-51.6,0,,CLEAR,0.028,-1795.598,0.270,1.935,0,0.15724,0.16965,0.16893,0.16465,0.18054,0.15564,0.17232,0.13124,0.15580,0.14831,0.13176,0.11830,0.14264,0.12206,0.10871,0.10287,0.11603,0.09960,0.11167,0.08935,0.09489,0.06581,0.07560,0.07090,0.07531,0.13172,0.15014,0.15567,0.16051,0.16548,0.16125,0.13871,0.17511,0.15446,0.16229,0.12838,0.15295,0.15156,0.15445,0.14765,0.15377,0.15409,0.16277,0.15983,0.16744,0.13264,0.15999,0.14285,0.14292,0.15520
464,STEI,143,1,-12.99,-12.43,0.0000,-9698,0.1150,17,-25.0,-51.4,0,,CLEAR,0.075,-9125.624,1.287,1.951,0,0.15814,0.15493,0.15158,0.15972,0.15836,0.16145,0.16633,0.15997,0.16641,0.15313,0.14647,0.12236,0.14412,0.10247,0.11807,0.12346,0.11656,0.10180,0.10171,0.08672,0.09236,0.07169,0.07100,0.05138,0.06127,0.13478,0.15591,0.13833,0.16081,0.14812,0.14624,0.14530,0.15267,0.14808,0.16425,0.13041,0.16182,0.15115,0.14394,0.13218,0.15989,0.13293,0.14793,0.13894,0.15834,0.13490,0.15352,0.12728,0.17030,0.14244
465,STEI,144,1,-15.51,-13.77,0.0000,199,0.1143,17,-24.7,-51.6,0,,CLEAR,0.010,-131.816,0.054,1.938,0,0.16875,0.16228,0.16179,0.14946,0.16783,0.17773,0.17321,0.17925,0.16140,0.14868,0.13076,0.12873,0.12823,0.13504,0.12729,0.10944,0.11894,0.08453,0.08393,0.09716,0.08007,0.08685,0.07317,0.07736,0.06225,0.13806,0.14778,0.15162,0.16277,0.15574,0.14128,0.15591,0.14181,0.15850,0.13761,0.14777,0.14238,0.15087,0.15168,0.16837,0.15144,0.14309,0.14895,0.14865,0.15314,0.15587,0.16054,0.14813,0.16140,0.15678
466,STEI,145,1,-15.39,-14.45,0.0000,7960,0.1145,17,-24.8,-52.1,0,,CLEAR,0.022,679.861,0.142,1.938,0,0.16269,0.17683,0.16457,0.17011,0.17971,0.16417,0.15905,0.16410,0.16693,0.14682,0.14123,0.12976,0.14175,0.11770,0.12133,0.10694,0.10156,0.10378,0.09344,0.09211,0.08224,0.08270,0.06433,0.05907,0.06586,0.15095,0.14185,0.15335,0.16044,0.15377,0.14698,0.14556,0.16171,0.15827,0.14688,0.14855,0.14601,0.14689,0.15897,0.13379,0.15445,0.15981,0.16307,0.14246,0.16689,0.13115,0.15194,0.13719,0.15163,0.13524
467,STEI,146,1,-14.10,-13.53,0.0000,-2219,0.1150,17,-24.7,-51.2,0,,CLEAR,0.058,-9380.233,1.299,1.971,0,0.15462,0.16061,0.13769,0.17232,0.16511,0.17859,0.16801,0.13323,0.17660,0.14350,0.14628,0.11829,0.14155,0.13308,0.10836,0.09904,0.10835,0.10492,0.09067,0.09055,0.09248,0.07215,0.06355,0.06424,0.07007,0.15426,0.13812,0.14570,0.17108,0.15519,0.15405,0.13962,0.15032,0.14397,0.13229,0.14701,0.15074,0.15906,0.14232,0.15257,0.16645,0.15611,0.16175,0.14108,0.15940,0.16129,0.16410,0.15063,0.17716,0.16081
468,STEI,147,1,-16.06,-13.43,0.0000,-2200,0.1140,17,-24.9,-52.0,0,,CLEAR,-0.026,4045.089,0.536,1.961,0,0.16213,0.14739,0.15701,0.16655,0.15545,0.16922,0.16650,0.16103,0.14373,0.14944,0.14273,0.11003,0.13590,0.11498,0.11614,0.10976,0.11944,0.10367,0.08746,0.08271,0.08983,0.07489,0.08232,0.05493,0.05499,0.14353,0.13839,0.13848,0.14454,0.17102,0.14767,0.15412,0.15784,0.15284,0.13875,0.13181,0.16500,0.14452,0.15759,0.14528,0.16165,0.15286,0.16136,0.14841,0.15571,0.14076,0.15440,0.14949,0.16475,0.15065
469,STEI,148,1,-13.52,-13.02,0.0000,-7043,0.1147,17,-25.0,-51.0,0,,CLEAR,0.032,-11515.597,1.489,1.971,0,0.17230,0.13977,0.16009,0.15179,0.15960,0.15028,0.16082,0.16955,0.16681,0.13892,0.14990,0.11828,0.13278,0.12447,0.11538,0.10180,0.10299,0.09787,0.10413,0.07278,0.08067,0.08556,0.06924,0.06088,0.07454,0.14575,0.14120,0.13938,0.15850,0.13058,0.14099,0.14062,0.16617,0.15350,0.14361,0.13592,0.15653,0.14470,0.14775,0.14511,0.14499,0.14434,0.15140,0.12596,0.16948,0.13563,0.16778,0.14498,0.16337,0.14726
470,STEI,149,1,-13.66,-13.65,0.0000,-3962,0.1146,17,-25.0,-51.8,0,,CLEAR,0.018,2920.660,0.386,1.971,0,0.15718,0.16207,0.18063,0.16265,0.17985,0.16273,0.15188,0.15191,0.16536,0.14919,0.14965,0.11657,0.13222,0.10919,0.13493,0.09338,0.10825,0.10534,0.09987,0.09703,0.09928,0.07085,0.07967,0.06583,0.07412,0.14364,0.15840,0.14189,0.15513,0.15282,0.15644,0.13458,0.15330,0.14825,0.14574,0.14183,0.16402,0.14216,0.14344,0.13129,0.15067,0.14528,0.16396,0.12848,0.15388,0.13797,0.18213,0.13527,0.15142,0.12886
471,STEI,150,1,-14.80,-13.03,0.0000,-6496,0.1143,17,-24.8,-51.0,0,,CLEAR,-0.017,4762.554,0.618,1.971,0,0.17111,0.15511,0.16629,0.16149,0.16038,0.14810,0.17396,0.15327,0.16231,0.15052,0.14944,0.12710,0.14779,0.11771,0.12841,0.10820,0.11349,0.10821,0.11126,0.07949,0.10261,0.07280,0.06454,0.04856,0.06239,0.14255,0.14574,0.14621,0.16175,0.14192,0.16047,0.15234,0.15307,0.14220,0.14176,0.12546,0.18151,0.16044,0.13437,0.12470,0.15870,0.13372,0.15666,0.14894,0.17517,0.14862,0.17085,0.14333,0.13823,0.14997
472,STEI,151,1,-13.12,-12.38,0.0000,-11213,0.1145,17,-25.0,-51.2,0,,CLEAR,-0.001,-11580.235,1.441,1.971,0,0.14443,0.14816,0.16141,0.15488,0.18084,0.15752,0.16795,0.13964,0.16356,0.13630,0.14914,0.11904,0.14112,0.11159,0.11987,0.09320,0.11463,0.09339,0.09811,0.09183,0.08600,0.06919,0.06783,0.05489,0.07591,0.14655,0.14628,0.14690,0.15318,0.14909,0.14048,0.12335,0.17051,0.14373,0.14964,0.12504,0.15059,0.14257,0.16777,0.13711,0.17538,0.14903,0.15809,0.11462,0.16946,0.12737,0.18336,0.13575,0.17566,0.13527
473,STEI,152,1,-12.62,-12.94,0.0000,-9071,0.1138,17,-25.2,-51.7,0,,CLEAR,-0.054,2974.567,0.461,1.961,0,0.15145,0.12251,0.15275,0.15416,0.17012,0.15467,0.17461,0.14664,0.16561,0.13876,0.14703,0.11408,0.14332,0.12532,0.11130,0.10642,0.11744,0.10124,0.09781,0.07830,0.09734,0.07238,0.06487,0.06135,0.05810,0.14915,0.14873,0.14862,0.16734,0.15995,0.14290,0.14438,0.14818,0.15650,0.13438,0.13965,0.15368,0.14098,0.13101,0.13126,0.14775,0.15458,0.16052,0.13870,0.15342,0.13685,0.17020,0.13880,0.16072,0.13193
474,STEI,142,1,-12.97,-11.97,0.0000,-5243,0.1138,18,-25.1,-51.1,0,,CLEAR,-0.052,3233.815,0.480,1.971,0,0.15810,0.15569,0.16822,0.16334,0.16279,0.15228,0.16309,0.13281,0.18297,0.14160,0.13126,0.11900,0.13976,0.12006,0.11746,0.09961,0.12733,0.10324,0.07791,0.08557,0.08840,0.07414,0.06699,0.06100,0.07981,0.16129,0.12595,0.12609,0.15836,0.15912,0.15124,0.14147,0.15353,0.14932,0.14047,0.13548,0.14452,0.15451,0.15780,0.13398,0.14758,0.15175,0.14300,0.13744,0.14662,0.14243,0.16456,0.12500,0.16251,0.13455
475,STEI,143,1,-13.06,-10.34,0.0000,18,0.1140,18,-25.2,-52.5,0,,CLEAR,-0.036,-2397.435,0.350,1.951,0,0.15993,0.16919,0.14451,0.14572,0.16659,0.14451,0.16024,0.14555,0.16975,0.15235,0.13878,0.13090,0.13736,0.11290,0.11404,0.10285,0.13040,0.09241,0.09881,0.05818,0.10406,0.06209,0.06683,0.04655,0.07633,0.14029,0.13409,0.14052,0.15001,0.15953,0.14252,0.11302,0.15592,0.13359,0.13757,0.13773,0.14899,0.13572,0.13491,0.12744,0.14628,0.13459,0.15706,0.14376,0.15702,0.15332,0.14638,0.13870,0.16561,0.14130
476,STEI,144,1,-12.08,-10.58,0.0000,-6753,0.1144,18,-25.2,-51.4,0,,CLEAR,-0.005,-10756.533,1.368,1.950,0,0.16030,0.14014,0.15529,0.13990,0.17549,0.15614,0.15510,0.14779,0.17268,0.14627,0.13216,0.12117,0.14126,0.12461,0.10320,0.10034,0.11869,0.09338,0.08398,0.07281,0.09800,0.08005,0.06966,0.04346,0.07087,0.15536,0.13132,0.13666,0.16164,0.15467,0.14780,0.12448,0.15640,0.14517,0.14219,0.13285,0.16471,0.14839,0.15083,0.13420,0.15247,0.12808,0.15177,0.14298,0.15825,0.12413,0.16856,0.13711,0.16506,0.13280
477,STEI,145,1,-13.93,-10.97,0.0000,-2171,0.1141,18,-25.0,-51.7,0,,CLEAR,-0.028,1997.546,0.290,1.950,0,0.15097,0.15085,0.15988,0.15973,0.17178,0.16677,0.17386,0.15053,0.16803,0.15430,0.13791,0.12313,0.14128,0.12392,0.13001,0.08339,0.12389,0.10784,0.10612,0.06936,0.10317,0.07772,0.06042,0.04377,0.07570,0.15028,0.12678,0.13341,0.14829,0.15349,0.15640,0.14814,0.16871,0.16113,0.15644,0.12666,0.14645,0.14030,0.13886,0.13542,0.15951,0.12538,0.15680,0.13036,0.15801,0.13727,0.16442,0.13900,0.16964,0.14203
478,STEI,146,1,-12.69,-11.16,0.0000,-4939,0.1144,18,-25.0,-51.8,0,,CLEAR,-0.011,5029.527,0.677,1.948,0,0.14727,0.14773,0.15283,0.15236,0.15567,0.16933,0.16571,0.15236,0.16403,0.14799,0.13644,0.13591,0.14774,0.12712,0.12943,0.11437,0.11697,0.08932,0.09773,0.07597,0.09083,0.08596,0.05531,0.04484,0.07452,0.14928,0.13479,0.14671,0.16005,0.16013,0.13096,0.14554,0.16114,0.14680,0.14717,0.13595,0.16990,0.14545,0.16246,0.13709,0.16036,0.13241,0.14804,0.14128,0.16282,0.15296,0.15348,0.12930,0.17274,0.13442
479,STEI,147,1,-12.79,-9.74,0.0000,-5176,0.1144,18,-25.2,-51.8,0,,CLEAR,-0.005,3527.100,0.461,1.950,0,0.14730,0.14867,0.14460,0.15965,0.16604,0.15486,0.15522,0.15000,0.16702,0.13659,0.13278,0.12937,0.13467,0.11188,0.09887,0.08723,0.11424,0.10425,0.09628,0.06018,0.09269,0.05936,0.07038,0.04354,0.08003,0.14874,0.13684,0.11657,0.15021,0.15306,0.14384,0.15588,0.13611,0.16679,0.13950,0.12741,0.14083,0.13020,0.14910,0.13296,0.14838,0.13350,0.15502,0.13614,0.16730,0.13316,0.16227,0.12901,0.17514,0.14201
480,STEI,148,1,-13.36,-13.12,0.0000,-2675,0.1146,18,-25.0,-52.0,0,,CLEAR,0.007,3239.829,0.415,1.904,0,0.14767,0.15990,0.14666,0.14729,0.16487,0.15351,0.14839,0.16658,0.16608,0.14638,0.15290,0.12559,0.13060,0.11501,0.11098,0.10044,0.10545,0.09230,0.09648,0.07584,0.09074,0.06648,0.07492,0.05707,0.05111,0.14577,0.14125,0.14187,0.16000,0.15380,0.15513,0.13919,0.14964,0.15192,0.13682,0.14781,0.14382,0.13233,0.15762,0.14586,0.16733,0.13845,0.15645,0.15167,0.16338,0.13958,0.16611,0.13601,0.16130,0.13678
481,STEI,149,1,-13.90,-11.91,0.0000,-2707,0.1143,18,-25.1,-51.8,0,,CLEAR,-0.015,3082.565,0.406,1.845,0,0.15519,0.14386,0.15434,0.16114,0.16638,0.15929,0.16828,0.15776,0.15240,0.14777,0.15618,0.12835,0.13093,0.11195,0.12618,0.09878,0.12008,0.09062,0.09805,0.07541,0.08345,0.06641,0.08063,0.05050,0.06704,0.13876,0.15413,0.13564,0.15391,0.14374,0.14841,0.13880,0.15015,0.11943,0.14237,0.11923,0.14120,0.11531,0.16129,0.13891,0.15022,0.12835,0.17169,0.14119,0.15245,0.13932,0.15904,0.13211,0.16213,0.13892
482,STEI,150,1,-12.45,-12.28,0.0000,-10381,0.1140,18,-25.2,-52.3,0,,CLEAR,-0.036,-11746.456,1.546,1.838,0,0.14827,0.13306,0.15433,0.15241,0.16172,0.15222,0.17384,0.15162,0.15888,0.12478,0.13531,0.12653,0.13194,0.11619,0.13131,0.10329,0.11279,0.09124,0.09535,0.07126,0.09294,0.06358,0.07779,0.05210,0.06532,0.12505,0.13873,0.13176,0.15105,0.14566,0.15755,0.14747,0.14514,0.13972,0.15768,0.13175,0.14769,0.13249,0.15201,0.13713,0.15972,0.13675,0.14309,0.13149,0.16535,0.14035,0.16653,0.13289,0.16109,0.12881
483,STEI,151,1,-13.38,-13.86,0.0000,8071,0.1141,18,-25.0,-52.6,0,,CLEAR,-0.024,-4070.719,0.546,1.845,0,0.13288,0.17336,0.14929,0.17133,0.16738,0.16016,0.18208,0.15688,0.15331,0.14986,0.13276,0.14435,0.12812,0.11955,0.11629,0.10515,0.11005,0.08845,0.08881,0.08412,0.09276,0.05958,0.06905,0.07030,0.06340,0.14182,0.15124,0.15306,0.14230,0.13979,0.14702,0.14127,0.15733,0.14125,0.14279,0.14318,0.14333,0.15076,0.15990,0.14698,0.14593,0.15152,0.14707,0.14700,0.15742,0.14659,0.15464,0.15736,0.15663,0.12271
484,STEI,152,1,-12.76,-13.61,0.0000,-5707,0.1143,18,-25.2,-51.9,0,,CLEAR,-0.014,-8511.780,1.120,1.844,0,0.14968,0.15390,0.14156,0.15436,0.16129,0.15941,0.16738,0.14372,0.15346,0.14945,0.14718,0.11854,0.14002,0.10296,0.11801,0.09844,0.11164,0.09032,0.09998,0.07911,0.08857,0.07590,0.07421,0.06405,0.06142,0.14659,0.14661,0.14381,0.15351,0.13369,0.15547,0.15329,0.14788,0.14845,0.15914,0.13719,0.15051,0.12366,0.15819,0.13370,0.16453,0.13580,0.16250,0.14400,0.15552,0.12710,0.15840,0.11709,0.17672,0.13664
485,STEI,153,1,-11.39,-11.29,0.0000,-24685,0.1140,18,-25.4,-52.0,0,,CLEAR,-0.033,-6572.165,0.875,1.845,0,0.14714,0.14354,0.17166,0.14169,0.15167,0.14239,0.15798,0.14493,0.16417,0.14448,0.14264,0.11025,0.13762,0.09425,0.11343,0.08357,0.10927,0.09103,0.11303,0.08486,0.10167,0.05951,0.06114,0.05529,0.06278,0.13964,0.15076,0.14289,0.15571,0.13045,0.14975,0.13470,0.16131,0.13311,0.14574,0.12393,0.14518,0.13457,0.15257,0.13316,0.14355,0.13763,0.14032,0.12772,0.15912,0.13802,0.16210,0.11679,0.16456,0.13314
486,STEI,154,1,-15.23,-13.72,0.0000,7628,0.1140,18,-25.1,-52.1,0,,CLEAR,-0.028,-9532.152,1.259,1.899,0,0.13777,0.15030,0.16085,0.16649,0.13871,0.16002,0.15510,0.15133,0.15559,0.14918,0.13609,0.13584,0.12143,0.10106,0.11453,0.10395,0.11259,0.11025,0.08158,0.08263,0.08736,0.06546,0.07719,0.06459,0.05679,0.14785,0.14438,0.15609,0.15682,0.13134,0.15262,0.13150,0.15914,0.14276,0.15561,0.14301,0.14651,0.14927,0.16408,0.14228,0.14590,0.15644,0.16753,0.13958,0.14330,0.14882,0.16188,0.14308,0.17008,0.14434
487,STEI,155,1,-13.70,-13.02,0.0000,-4295,0.1144,18,-25.1,-52.0,0,,CLEAR,0.003,-9037.390,1.187,1.933,0,0.13643,0.14483,0.16538,0.15225,0.14920,0.15301,0.16719,0.16069,0.15809,0.13956,0.13093,0.13610,0.12252,0.11510,0.11277,0.11076,0.09420,0.07983,0.11097,0.08547,0.09400,0.07938,0.08147,0.05740,0.06201,0.13457,0.13495,0.13493,0.14416,0.13420,0.15080,0.14939,0.14896,0.13426,0.13119,0.11695,0.13687,0.15519,0.14388,0.14224,0.15209,0.13698,0.16626,0.13256,0.14648,0.14033,0.17547,0.13748,0.17525,0.14426
488,STEI,156,1,-14.13,-12.53,0.0000,-7000,0.1138,18,-25.1,-51.4,0,,CLEAR,-0.040,4743.930,0.646,1.933,0,0.15520,0.14975,0.15603,0.14824,0.15939,0.15417,0.16194,0.13585,0.14280,0.13403,0.13030,0.14217,0.13705,0.11026,0.11549,0.09920,0.11117,0.09392,0.11638,0.06294,0.08035,0.05996,0.08736,0.05685,0.06409,0.13610,0.14339,0.13883,0.15079,0.13935,0.14566,0.14133,0.15679,0.14707,0.14634,0.15785,0.17152,0.13489,0.15881,0.13810,0.16854,0.13572,0.16171,0.13186,0.17602,0.13246,0.17018,0.13919,0.16438,0.13940
489,STEI,157,1,-14.75,-13.60,0.0000,-2376,0.1139,18,-25.0,-51.7,0,,CLEAR,-0.032,1680.467,0.269,1.900,0,0.16943,0.15766,0.15298,0.15534,0.16103,0.17255,0.16772,0.13320,0.14894,0.13143,0.15094,0.13533,0.12129,0.11529,0.11892,0.10404,0.10366,0.09450,0.09744,0.07719,0.09630,0.06591,0.06892,0.06050,0.06394,0.13522,0.14830,0.13739,0.16575,0.15962,0.16391,0.14126,0.13965,0.13674,0.14490,0.14175,0.16690,0.14413,0.15982,0.12448,0.15526,0.14527,0.16209,0.13405,0.15220,0.13833,0.17426,0.13726,0.16823,0.14583
490,STEI,158,1,-13.92,-12.13,0.0000,-10683,0.1140,18,-25.1,-51.2,0,,CLEAR,-0.027,-10415.004,1.374,1.939,0,0.16509,0.15476,0.15920,0.17224,0.16917,0.15520,0.17021,0.14872,0.16326,0.13010,0.14560,0.12015,0.12402,0.13358,0.11450,0.10350,0.11960,0.09985,0.09864,0.06766,0.09116,0.05872,0.07181,0.06516,0.07821,0.14320,0.12960,0.12524,0.15652,0.15194,0.14941,0.13831,0.15428,0.13186,0.15396,0.14808,0.15605,0.14282,0.16367,0.12432,0.14949,0.13209,0.15860,0.12443,0.16776,0.12064,0.16460,0.12049,0.15976,0.14789
491,STEI,159,1,-14.14,-13.95,0.0000,-6162,0.1137,18,-24.9,-51.9,0,,CLEAR,-0.049,2865.407,0.442,1.950,0,0.14843,0.13899,0.15941,0.15885,0.16325,0.15572,0.16755,0.15551,0.16760,0.15274,0.13559,0.12142,0.13115,0.10565,0.12337,0.11592,0.11077,0.09109,0.09872,0.08112,0.07025,0.08145,0.06953,0.06067,0.07624,0.14525,0.14533,0.15664,0.15615,0.15511,0.13894,0.14018,0.16107,0.14257,0.15169,0.14835,0.14924,0.13825,0.14105,0.14285,0.16613,0.14921,0.15816,0.15210,0.15642,0.15218,0.16340,0.14625,0.18405,0.13628
492,STEI,160,1,-12.89,-13.41,0.0000,-3422,0.1141,18,-25.0,-51.8,0,,CLEAR,-0.014,3473.145,0.461,1.943,0,0.15705,0.15214,0.14018,0.14317,0.17747,0.15271,0.16939,0.15702,0.16528,0.12859,0.14630,0.12511,0.13427,0.12431,0.12013,0.12124,0.11651,0.09184,0.09453,0.07285,0.08644,0.06826,0.06999,0.06401,0.06472,0.13965,0.13255,0.14342,0.15385,0.16601,0.14698,0.14084,0.14746,0.13538,0.14615,0.14042,0.13567,0.14897,0.15251,0.13525,0.16267,0.15294,0.16329,0.15034,0.15774,0.14801,0.16406,0.13243,0.17790,0.13147
493,STEI,161,1,-14.63,-12.23,0.0000,-3915,0.1140,18,-25.1,-51.8,0,,CLEAR,-0.020,3742.739,0.505,1.889,0,0.14936,0.15379,0.15149,0.15814,0.16942,0.16439,0.17536,0.14662,0.15011,0.15353,0.13674,0.13225,0.12252,0.10174,0.12551,0.08950,0.12054,0.09945,0.10545,0.09094,0.08861,0.07143,0.07537,0.05196,0.04747,0.14020,0.14141,0.13091,0.15021,0.14950,0.16170,0.13535,0.15954,0.14471,0.15372,0.13406,0.14437,0.13289,0.16233,0.13322,0.15278,0.12154,0.17247,0.15797,0.16559,0.14365,0.14560,0.13917,0.15846,0.14704
494,STEI,162,1,-13.33,-12.39,0.0000,-10746,0.1140,18,-25.2,-51.6,0,,CLEAR,-0.016,-12155.873,1.654,1.883,0,0.15685,0.14975,0.16081,0.15230,0.15682,0.14392,0.16799,0.14384,0.15160,0.14568,0.14684,0.11717,0.12784,0.11514,0.11782,0.09770,0.10044,0.09208,0.10130,0.07298,0.09439,0.06093,0.07451,0.05323,0.06511,0.13833,0.14643,0.13811,0.14590,0.13957,0.14388,0.14704,0.15062,0.14288,0.14929,0.13125,0.15778,0.12931,0.15039,0.12333,0.16461,0.13345,0.16039,0.14387,0.16307,0.15174,0.14371,0.13156,0.16800,0.14593
495,STEI,163,1,-12.44,-13.51,0.0000,-5257,0.1137,18,-25.1,-52.1,0,,CLEAR,-0.037,290.545,0.188,1.941,0,0.15027,0.15139,0.14234,0.15196,0.16681,0.15571,0.16326,0.16230,0.16145,0.15268,0.15139,0.12125,0.13356,0.11130,0.12520,0.11850,0.10541,0.09679,0.10592,0.09357,0.09204,0.06635,0.08442,0.06661,0.07764,0.14327,0.13747,0.15048,0.16087,0.15244,0.14407,0.15286,0.14297,0.12517,0.13945,0.14228,0.15422,0.13988,0.14301,0.13439,0.15169,0.14795,0.16723,0.14470,0.15579,0.14031,0.16933,0.13077,0.15444,0.12284
496,STEI,164,1,-13.89,-13.78,0.0000,475,0.1138,18,-25.1,-51.2,0,,CLEAR,-0.026,-114.204,0.129,1.953,0,0.16429,0.13030,0.15431,0.15685,0.16645,0.16123,0.15756,0.15864,0.15689,0.15282,0.14341,0.12281,0.13920,0.11577,0.11751,0.10945,0.08419,0.09485,0.09234,0.09149,0.07808,0.06925,0.07242,0.06065,0.06388,0.14904,0.15290,0.14500,0.14672,0.13338,0.13502,0.14102,0.14560,0.14817,0.14586,0.14204,0.13106,0.14264,0.14470,0.15890,0.17022,0.13825,0.14602,0.14085,0.16952,0.14951,0.16573,0.13400,0.16054,0.13603
497,STEI,165,1,-12.64,-13.56,0.0000,-5206,0.1146,18,-25.1,-51.8,0,,CLEAR,0.039,-13054.341,1.851,1.975,0,0.14598,0.15054,0.16898,0.15377,0.17318,0.17058,0.15490,0.13583,0.15510,0.13420,0.14727,0.13204,0.13341,0.11469,0.11988,0.09857,0.10847,0.09969,0.10821,0.07307,0.09351,0.07807,0.08826,0.06089,0.06293,0.13843,0.15088,0.15101,0.14713,0.14636,0.14967,0.14748,0.14237,0.13334,0.13796,0.14657,0.17361,0.14317,0.16051,0.14862,0.14797,0.13929,0.16933,0.13870,0.15793,0.13458,0.17318,0.12309,0.15790,0.12779
498,STEI,166,1,-13.95,-13.66,0.0000,-10001,0.1142,18,-25.0,-51.9,0,,CLEAR,0.013,-13354.810,1.885,1.971,0,0.15558,0.15370,0.16761,0.16673,0.16284,0.17813,0.16621,0.14175,0.16155,0.13210,0.15145,0.13742,0.14374,0.11137,0.11971,0.11034,0.11697,0.09825,0.08964,0.07268,0.09823,0.07507,0.07601,0.06128,0.06780,0.13809,0.15014,0.14754,0.15267,0.14763,0.14394,0.15282,0.16540,0.14097,0.13045,0.14516,0.14239,0.14166,0.15347,0.14174,0.13794,0.13654,0.17598,0.12958,0.16472,0.12884,0.15337,0.12487,0.16338,0.14893
499,STEI,180,1,-14.94,-12.61,0.0000,4072,0.1135,19,-24.8,-51.8,0,,CLEAR,-0.048,-2649.188,0.433,1.971,0,0.16107,0.14187,0.15352,0.14579,0.17070,0.17936,0.16752,0.14847,0.17878,0.15235,0.15271,0.13582,0.13754,0.12064,0.12506,0.11071,0.12918,0.10020,0.09691,0.06283,0.09098,0.08133,0.08958,0.06094,0.07245,0.15095,0.14048,0.14897,0.17551,0.16263,0.15108,0.15779,0.15935,0.16381,0.14033,0.14921,0.16631,0.15623,0.14914,0.13752,0.15393,0.14192,0.15644,0.14549,0.17408,0.13765,0.15181,0.14902,0.15650,0.15052
500,STEI,181,1,-14.51,-12.70,0.0000,1072,0.1140,19,-24.7,-52.1,0,,CLEAR,-0.005,-11793.446,1.642,1.975,0,0.15410,0.15101,0.17205,0.16231,0.18103,0.16834,0.17225,0.15342,0.18005,0.15360,0.14362,0.13684,0.13168,0.13162,0.11296,0.09510,0.12237,0.10153,0.09743,0.08022,0.09705,0.07591,0.07228,0.05631,0.07721,0.15259,0.15035,0.15027,0.16253,0.15236,0.15073,0.16020,0.15692,0.15807,0.13188,0.13141,0.15656,0.15316,0.16690,0.14271,0.15655,0.14827,0.15856,0.14823,0.16463,0.14101,0.15233,0.16315,0.15406,0.15031
501,STEI,182,1,-12.74,-13.63,0.0000,-2834,0.1142,19,-24.7,-52.1,0,,CLEAR,0.012,-12235.220,1.680,1.991,0,0.15441,0.15306,0.18711,0.15229,0.16911,0.14219,0.17392,0.17072,0.16658,0.13938,0.15464,0.10920,0.13871,0.13494,0.11982,0.10638,0.11343,0.10177,0.08617,0.08573,0.10363,0.09296,0.07327,0.06820,0.07918,0.15646,0.14337,0.14780,0.16261,0.15463,0.16160,0.14383,0.16591,0.15863,0.14913,0.14940,0.18252,0.15407,0.15892,0.13501,0.16736,0.14502,0.15569,0.15664,0.17983,0.14932,0.16373,0.14660,0.16053,0.11788
502,STEI,183,1,-13.10,-12.03,0.0000,-12785,0.1141,19,-24.8,-51.4,0,,CLEAR,0.002,-7812.977,1.021,2.001,0,0.15870,0.16367,0.16776,0.14843,0.17076,0.15901,0.18448,0.15070,0.17481,0.13152,0.15293,0.10602,0.15312,0.13289,0.11162,0.10619,0.13619,0.08792,0.10123,0.06099,0.09162,0.07073,0.06362,0.06054,0.06148,0.15142,0.14748,0.13033,0.16396,0.15132,0.15229,0.12950,0.17502,0.14963,0.15742,0.11970,0.15507,0.14826,0.17001,0.14573,0.15156,0.14401,0.16211,0.13028,0.16753,0.14249,0.16624,0.12452,0.17021,0.14823
503,STEI,184,1,-13.90,-12.29,0.0000,-15917,0.1140,19,-24.9,-52.0,0,,CLEAR,-0.005,6436.255,0.842,2.010,0,0.16395,0.14638,0.16452,0.14870,0.19411,0.16438,0.17518,0.14439,0.16966,0.14512,0.13930,0.12035,0.15917,0.12690,0.10861,0.09532,0.13388,0.10653,0.09181,0.07729,0.09182,0.08899,0.07608,0.06857,0.05560,0.14631,0.14893,0.14099,0.17293,0.16003,0.15735,0.13422,0.16086,0.15284,0.15322,0.12723,0.15427,0.13596,0.15212,0.13079,0.16420,0.13924,0.15321,0.14872,0.16955,0.13700,0.16467,0.14701,0.16133,0.13050
